hg19.kgXref.geneSymbol	hg19.knownGene.chrom	hg19.knownGene.chrom.num	hg19.knownGene.strand	hg19.knownGene.dir	hg19.knownGene.txStart	hg19.knownGene.txEnd	hg19.knownGene.cdsStart	hg19.knownGene.cdsEnd	hg19.knownGene.exonCount	hg19.knownGene.exonStarts	hg19.knownGene.exonEnds	hg19.knownGene.proteinID	hg19.knownGene.alignID
TCF7L2	chr10	10	+	1	114710008	114927436	114710515	114925393	13	"114710008,114710965,114711241,114799783,114900942,114903681,114905769,114910756,114911483,114912091,114917779,114918425,114925313,"	"114710704,114711032,114711366,114799885,114901075,114903784,114905856,114910882,114911643,114912199,114917828,114918476,114927436,"	NP_001185458	uc010qrk.2
TCF7L2	chr10	10	+	1	114710008	114927436	114710515	114925393	11	"114710008,114710965,114711241,114900942,114903681,114905769,114910756,114911483,114912091,114917779,114925313,"	"114710704,114711032,114711366,114901075,114903784,114905856,114910882,114911643,114912199,114917828,114927436,"	NP_001185459	uc010qrn.2
TCF7L2	chr10	10	+	1	114710008	114927436	114710515	114925393	13	"114710008,114710965,114711241,114724314,114799783,114900942,114903681,114905769,114910756,114911483,114912091,114917779,114925313,"	"114710704,114711032,114711366,114724383,114799885,114901075,114903784,114905856,114910882,114911643,114912199,114917828,114927436,"	B9X074	uc010qrm.2
TCF7L2	chr10	10	+	1	114710008	114927436	114710515	114925731	14	"114710008,114710965,114711241,114799783,114900942,114903681,114905769,114910756,114911483,114912091,114917779,114918425,114919678,114925313,"	"114710704,114711032,114711366,114799885,114901075,114903784,114905856,114910882,114911643,114912199,114917828,114918476,114919751,114927436,"	Q6FHW4	uc001lac.4
TCFL5	chr20	20	-	0	61472466	61492109	61473326	61491626	5	"61472466,61485367,61488746,61490715,61491476,"	"61473449,61485509,61488990,61490878,61492109,"	Q9UL49	uc002ydo.3
TCFL5	chr20	20	-	0	61482845	61493115	61484231	61493022	6	"61482845,61485367,61488746,61490715,61491476,61492375,"	"61484240,61485509,61488987,61490878,61491660,61493115,"	Q9UL49	uc002ydq.3
TCFL5	chr20	20	-	0	61472466	61493115	61473326	61493022	6	"61472466,61485367,61488746,61490715,61491476,61492375,"	"61473449,61485509,61488990,61490878,61491660,61493115,"	Q9UL49	uc002ydp.3
TEAD1	chr11	11	+	1	12900989	12966284	12901212	12958769	8	"12900989,12902551,12903442,12904547,12923486,12946458,12951720,12958655,"	"12901389,12902598,12903504,12904672,12923660,12946599,12951873,12966284,"	E9PKB7	uc001mkk.4
TEAD1	chr11	11	+	1	12849667	12887078	12849667	12849667	3	"12849667,12883796,12886232,"	"12849882,12883861,12887078,"		uc009ygk.3
TEAD1	chr11	11	+	1	12901254	12966284	12901287	12958769	7	"12901254,12902551,12903442,12904547,12946458,12951720,12958655,"	"12901389,12902598,12903504,12904672,12946599,12951873,12966284,"	A4FUP2	uc009ygl.3
TEAD1	chr11	11	+	1	12695968	12966284	12785779	12958769	13	"12695968,12696955,12785725,12883796,12886384,12901254,12902551,12903442,12904547,12923486,12946458,12951720,12958655,"	"12696381,12697108,12785981,12883861,12886447,12901389,12902598,12903504,12904672,12923660,12946599,12951873,12966284,"	P28347	uc021qdx.1
TEAD2	chr19	19	-	0	49843852	49863695	49844580	49863332	11	"49843852,49845694,49846487,49850446,49851959,49854557,49858404,49858559,49860508,49862691,49863100,"	"49844694,49845847,49846655,49850620,49852102,49854622,49858463,49858676,49860571,49862756,49863695,"	Q8NA25	uc002png.4
TEAD2	chr19	19	-	0	49843852	49865714	49844580	49863332	12	"49843852,49845694,49846487,49850446,49851959,49854557,49858404,49858559,49860508,49862691,49863100,49865585,"	"49844694,49845847,49846655,49850620,49852102,49854622,49858463,49858676,49860571,49862756,49863338,49865714,"	Q8NA25	uc002pni.4
TEAD2	chr19	19	-	0	49843852	49865714	49844580	49863332	12	"49843852,49845694,49846487,49850446,49851959,49854557,49858404,49858559,49860508,49862691,49863100,49865629,"	"49844694,49845847,49846655,49850620,49852102,49854622,49858463,49858676,49860571,49862756,49863338,49865714,"	Q8NA25	uc010emw.4
TEAD2	chr19	19	-	0	49843852	49865714	49844580	49863332	13	"49843852,49845694,49846487,49850446,49851959,49854557,49858404,49858568,49859215,49860508,49862691,49863100,49865589,"	"49844694,49845847,49846655,49850620,49852102,49854622,49858463,49858676,49859227,49860571,49862756,49863338,49865714,"	NP_001243590	uc031rls.1
TEAD2	chr19	19	-	0	49843852	49864752	49844580	49863332	13	"49843852,49845694,49846487,49850446,49851959,49854557,49858404,49858568,49859215,49860508,49862691,49863100,49864652,"	"49844694,49845847,49846655,49850620,49852102,49854622,49858463,49858676,49859227,49860571,49862756,49863338,49864752,"	NP_001243590	uc002pnh.4
TEAD2	chr19	19	-	0	49843852	49865714	49844580	49858643	12	"49843852,49845694,49846487,49850446,49851959,49854557,49858404,49858559,49859215,49860508,49862691,49865629,"	"49844694,49845847,49846655,49850620,49852102,49854622,49858463,49858676,49859227,49860571,49862756,49865714,"	B4DTJ6	uc010yao.3
TEAD2	chr19	19	-	0	49843852	49865714	49844580	49863332	12	"49843852,49845694,49846487,49850446,49851959,49854557,49858404,49858568,49860508,49862691,49863100,49865629,"	"49844694,49845847,49846655,49850620,49852102,49854622,49858463,49858676,49860571,49862756,49863338,49865714,"	Q15562	uc002pnj.4
TEAD3	chr6	6	-	0	35441373	35449019	35442820	35447090	9	"35441373,35443112,35443342,35443695,35444078,35445087,35446051,35446210,35447081,"	"35442934,35443265,35443483,35443869,35444212,35445149,35446101,35446348,35449019,"	Q99594	uc003okt.3
TEAD3	chr6	6	-	0	35441373	35464861	35442820	35454387	11	"35441373,35443112,35443342,35443695,35444078,35445087,35446051,35446210,35447081,35454237,35464674,"	"35442934,35443265,35443483,35443869,35444212,35445149,35446101,35446348,35447093,35454488,35464861,"	B5MCM0	uc010jvx.3
TEAD3	chr6	6	-	0	35441373	35464861	35442820	35454439	13	"35441373,35443112,35443342,35443695,35444078,35445087,35446051,35446210,35447081,35448088,35452336,35454237,35464674,"	"35442934,35443265,35443483,35443869,35444212,35445149,35446101,35446348,35447093,35448151,35452401,35454488,35464861,"	Q99594	uc003oku.4
TEAD4	chr12	12	+	1	3068477	3149842	3103932	3149644	13	"3068477,3069113,3103903,3120169,3121335,3126563,3127710,3128280,3129799,3131009,3147133,3149272,3149530,"	"3068647,3069206,3104158,3120234,3121398,3126692,3127754,3128336,3129939,3131183,3147274,3149425,3149842,"	Q15561	uc010sej.2
TEAD4	chr12	12	+	1	3068477	3149842	3103932	3149644	12	"3068477,3069113,3103903,3120169,3121335,3127710,3128280,3129799,3131009,3147133,3149272,3149530,"	"3068647,3069206,3104158,3120234,3121398,3127754,3128336,3129939,3131183,3147274,3149425,3149842,"	NP_958849	uc010sek.2
TEAD4	chr12	12	+	1	3068747	3149842	3126596	3149644	11	"3068747,3120169,3121335,3126563,3127710,3128280,3129799,3131009,3147133,3149272,3149530,"	"3069206,3120234,3121398,3126692,3127754,3128336,3129939,3131183,3147274,3149425,3149842,"	NP_958851	uc001qln.3
TEF	chr22	22	+	1	41777932	41795332	41778048	41791964	4	"41777932,41783339,41790099,41791748,"	"41778205,41783672,41790320,41795332,"	B4DIH3	uc011apa.3
TEF	chr22	22	+	1	41777932	41790320	41778048	41790320	2	"41777932,41790099,"	"41778205,41790320,"	E0ZS57	uc021wqe.2
TEF	chr22	22	+	1	41763336	41795332	41763536	41791964	4	"41763336,41783354,41790099,41791748,"	"41763603,41783672,41790320,41795332,"	Q10587-2	uc003azx.4
TEF	chr22	22	+	1	41777932	41795332	41778048	41791964	4	"41777932,41783354,41790099,41791748,"	"41778205,41783672,41790320,41795332,"	Q10587	uc003azy.4
TFAP2A	chr6	6	-	0	10409318	10419797	10410016	10419683	2	"10409318,10419650,"	"10410568,10419797,"	C9J6N8	uc011dii.1
TFAP2A	chr6	6	-	0	10396915	10415470	10396915	10396915	8	"10396915,10400680,10402724,10404740,10407025,10410133,10410514,10415173,"	"10398938,10400822,10402843,10404972,10407077,10410371,10410568,10415470,"		uc003mys.3
TFAP2A	chr6	6	-	0	10396915	10415470	10398834	10415218	6	"10396915,10402724,10404740,10407025,10410133,10415173,"	"10398938,10402843,10404972,10407077,10410568,10415470,"	C1K3N0	uc011dih.2
TFAP2A	chr6	6	-	0	10402438	10415470	10402509	10415218	5	"10402438,10404740,10407025,10410133,10415173,"	"10402843,10404972,10407077,10410568,10415470,"	P05549-2	uc003myu.1
TFAP2A	chr6	6	-	0	10396915	10412607	10398649	10411829	7	"10396915,10400680,10402724,10404740,10407025,10410133,10411802,"	"10398938,10400822,10402843,10404972,10407077,10410568,10412607,"	P05549-5	uc003myq.3
TFAP2A	chr6	6	-	0	10396915	10419797	10398649	10419683	7	"10396915,10400680,10402724,10404740,10407025,10410133,10419650,"	"10398938,10400822,10402843,10404972,10407077,10410568,10419797,"	Q5TAV5	uc003myt.3
TFAP2A	chr6	6	-	0	10396915	10415470	10398649	10415218	7	"10396915,10400680,10402724,10404740,10407025,10410133,10415173,"	"10398938,10400822,10402843,10404972,10407077,10410568,10415470,"	P05549	uc003myr.3
TFAP2B	chr6	6	+	1	50786438	50815326	50786604	50811105	7	"50786438,50791119,50796331,50803773,50805687,50807868,50810804,"	"50786685,50791578,50796392,50803993,50805806,50808010,50815326,"	Q92481	uc003pag.3
TFAP2C	chr20	20	+	1	55205937	55214338	55206719	55213069	7	"55205937,55206260,55206860,55208408,55209205,55211665,55212783,"	"55206044,55206746,55206912,55208625,55209324,55211810,55214338,"	Q92754	uc010zzi.2
TFAP2C	chr20	20	+	1	55204357	55214338	55204600	55213069	7	"55204357,55206260,55206860,55208408,55209205,55211665,55212783,"	"55204648,55206746,55206912,55208625,55209324,55211810,55214338,"	Q92754	uc002xya.3
TFAP2E	chr1	1	+	1	36038970	36060927	36039178	36060277	7	"36038970,36039527,36040549,36053930,36055530,36056234,36059994,"	"36039205,36040010,36040601,36054153,36055649,36056376,36060927,"	Q6VUC0	uc010ohy.2
TFAP4	chr16	16	-	0	4307186	4323001	4308055	4322747	7	"4307186,4310090,4310455,4311779,4312324,4312536,4322658,"	"4308250,4310246,4310596,4311950,4312423,4312702,4323001,"	Q01664	uc010uxg.2
TFCP2	chr12	12	-	0	51489771	51566576	51489772	51511510	14	"51489771,51492558,51493437,51495717,51497452,51497937,51500307,51501018,51502903,51504659,51510097,51511453,51512403,51566383,"	"51489823,51492701,51493562,51495808,51497546,51497986,51500396,51501129,51503056,51504766,51510203,51511530,51512555,51566576,"	Q12800	uc009zly.1
TFCP2	chr12	12	-	0	51487538	51566926	51489023	51566205	15	"51487538,51489771,51492558,51493437,51495717,51497452,51497937,51500307,51501018,51502903,51504659,51510097,51511453,51512403,51566083,"	"51489058,51489823,51492701,51493562,51495808,51497546,51497986,51500396,51501129,51503056,51504766,51510203,51511530,51512555,51566926,"	Q12800-4	uc001rxv.2
TFCP2	chr12	12	-	0	51487538	51566926	51489023	51566205	14	"51487538,51489771,51492558,51493437,51495717,51497452,51497937,51500307,51501018,51504659,51510097,51511453,51512403,51566083,"	"51489058,51489823,51492701,51493562,51495808,51497546,51497986,51500396,51501129,51504766,51510203,51511530,51512555,51566926,"	Q12800-2	uc009zlx.2
TFCP2	chr12	12	-	0	51487538	51566926	51489023	51566205	15	"51487538,51489771,51492558,51493437,51495717,51497452,51497937,51500307,51501018,51502903,51504659,51510097,51511453,51512403,51566083,"	"51489061,51489823,51492701,51493562,51495808,51497546,51497986,51500396,51501129,51503056,51504766,51510203,51511530,51512555,51566926,"	Q12800	uc001rxw.3
TFDP1	chr13	13	+	1	114239587	114295788	114277578	114294582	11	"114239587,114240088,114265310,114277494,114287434,114288204,114288848,114290291,114290848,114291934,114294434,"	"114239742,114240164,114265377,114277601,114287600,114288348,114288917,114290443,114291015,114292211,114295788,"	F5H452	uc010tke.2
TFDP1	chr13	13	+	1	114239587	114288655	114240152	114288564	7	"114239587,114240088,114265310,114277494,114285937,114287434,114288204,"	"114239742,114240164,114265377,114277601,114286059,114287600,114288655,"	Q14186	uc010agx.3
TFDP1	chr13	13	+	1	114240088	114295788	114240152	114294582	11	"114240088,114265310,114277494,114285937,114287434,114288204,114288848,114290291,114290848,114292132,114294434,"	"114240164,114265377,114277601,114286059,114287600,114288348,114288917,114290443,114291015,114292199,114295788,"	Q14186	uc001vty.4
TFDP1	chr13	13	+	1	114239055	114240495	114239055	114239055	3	"114239055,114240088,114240280,"	"114239203,114240164,114240495,"		uc001vtv.3
TFDP1	chr13	13	+	1	114239055	114295788	114240152	114294582	12	"114239055,114240088,114265310,114277494,114285937,114287434,114288204,114288848,114290291,114290848,114292132,114294434,"	"114239203,114240164,114265377,114277601,114286059,114287600,114288348,114288917,114290443,114291015,114292211,114295788,"	Q14186	uc001vtw.3
TFDP1	chr13	13	+	1	114239002	114295788	114277578	114294582	11	"114239002,114240088,114265310,114277494,114287434,114288204,114288848,114290291,114290848,114292132,114294434,"	"114239045,114240164,114265377,114277601,114287600,114288348,114288917,114290443,114291015,114292199,114295788,"	B4DLQ9	uc010tkd.2
TFE3	chrX	23	-	0	48886241	48900990	48887668	48896850	10	"48886241,48888911,48890979,48891240,48891648,48895534,48895721,48896631,48897981,48900636,"	"48888112,48889059,48891055,48891297,48891766,48895639,48895967,48896870,48898095,48900990,"	P19532	uc004dmc.3
TFE3	chrX	23	-	0	48890979	48900990	48890979	48890979	8	"48890979,48891240,48891648,48895534,48895721,48896626,48897981,48900636,"	"48891055,48891297,48891766,48895639,48895967,48896935,48898095,48900990,"		uc004dme.1
TFE3	chrX	23	-	0	48886241	48900990	48887668	48900752	10	"48886241,48888911,48890979,48891240,48891648,48895534,48895721,48896631,48897981,48900636,"	"48888112,48889059,48891055,48891297,48891766,48895639,48895967,48896935,48898095,48900990,"	P19532	uc004dmb.3
TFEB	chr6	6	-	0	41651715	41659153	41652336	41659152	8	"41651715,41653827,41654831,41655490,41655645,41657468,41658400,41658738,"	"41652816,41653975,41654907,41655547,41655766,41657549,41658655,41659153,"	B0QYS7	uc021yzl.1
TFEB	chr6	6	-	0	41658738	41702798	41658738	41658738	2	"41658738,41702637,"	"41658973,41702798,"		uc010jxq.1
TFEB	chr6	6	-	0	41658738	41701566	41658738	41658738	2	"41658738,41701401,"	"41658973,41701566,"		uc003oqz.1
TFEB	chr6	6	-	0	41658400	41701566	41658443	41700389	4	"41658400,41658738,41700386,41701401,"	"41658655,41658973,41700477,41701566,"	NP_001161299	uc003oqx.2
TFEB	chr6	6	-	0	41658738	41691464	41658739	41691306	2	"41658738,41691198,"	"41658973,41691464,"		uc003oqy.1
TFEB	chr6	6	-	0	41658738	41673685	41658738	41658738	2	"41658738,41673654,"	"41658973,41673685,"		uc010jxp.1
TFEB	chr6	6	-	0	41658400	41673685	41658400	41658951	4	"41658400,41658738,41673384,41673654,"	"41658655,41658973,41673490,41673685,"	B1AKB1	uc003oqw.1
TFEB	chr6	6	-	0	41654266	41701591	41654827	41658951	7	"41654266,41655490,41655645,41657468,41658400,41658738,41700386,"	"41654907,41655547,41655766,41657549,41658655,41658973,41701591,"	P19484	uc003oqv.1
TFEB	chr6	6	-	0	41655082	41701591	41655428	41658951	6	"41655082,41655645,41657468,41658400,41658738,41700386,"	"41655547,41655766,41657549,41658655,41658973,41701591,"	P19484	uc010jxo.1
TFEB	chr6	6	-	0	41651715	41703997	41652336	41703903	9	"41651715,41653827,41654831,41655490,41655645,41657468,41658400,41658738,41703883,"	"41652816,41653975,41654907,41655547,41655766,41657549,41658655,41658973,41703997,"	B0QYS6	uc003oqu.2
TFEB	chr6	6	-	0	41651715	41703265	41652336	41658951	8	"41651715,41653827,41654831,41655490,41655645,41657468,41658738,41703087,"	"41652816,41653975,41654907,41655547,41655766,41657549,41658973,41703265,"	P19484-2	uc003oqr.2
TFEB	chr6	6	-	0	41651715	41703265	41652336	41658951	9	"41651715,41653827,41654831,41655490,41655645,41657468,41658400,41658738,41703087,"	"41652816,41653975,41654907,41655547,41655766,41657549,41658655,41658973,41703265,"	P19484	uc003oqt.2
TFEB	chr6	6	-	0	41651715	41702139	41652336	41658951	9	"41651715,41653827,41654831,41655490,41655645,41657468,41658400,41658738,41702050,"	"41652816,41653975,41654907,41655547,41655766,41657549,41658655,41658973,41702139,"	P19484	uc031sop.1
TFEB	chr6	6	-	0	41651715	41702798	41652336	41658951	10	"41651715,41653827,41654831,41655490,41655645,41657468,41658400,41658738,41700386,41702637,"	"41652816,41653975,41654907,41655547,41655766,41657549,41658655,41658973,41700505,41702798,"	P19484	uc003oqs.1
TFEC	chr7	7	-	0	115580005	115799950	115581928	115750959	9	"115580005,115590927,115594639,115596732,115614223,115624315,115750761,115752045,115799843,"	"115582094,115591003,115594696,115596847,115614310,115624567,115750980,115752092,115799950,"	B7Z757	uc011kmw.2
TFEC	chr7	7	-	0	115580005	115670867	115581928	115624495	6	"115580005,115590927,115594639,115596732,115624315,115670686,"	"115582094,115591003,115594696,115596847,115624567,115670867,"	O14948-3	uc003vhl.4
TFEC	chr7	7	-	0	115575201	115670867	115580604	115624495	7	"115575201,115581946,115590927,115594639,115596732,115624315,115670686,"	"115580985,115582094,115591003,115594696,115596847,115624567,115670867,"	O14948-2	uc003vhk.2
TFEC	chr7	7	-	0	115575201	115608367	115580604	115608304	6	"115575201,115581946,115590927,115594639,115596732,115608238,"	"115580985,115582094,115591003,115594696,115596847,115608367,"	O14948-4	uc003vhm.2
TFEC	chr7	7	-	0	115575201	115670867	115580604	115624495	8	"115575201,115581946,115590927,115594639,115596732,115614223,115624315,115670686,"	"115580985,115582094,115591003,115594696,115596847,115614310,115624567,115670867,"	O14948	uc003vhj.2
TGIF1	chr18	18	+	1	3455411	3458406	3456395	3457938	2	"3455411,3457362,"	"3456578,3458406,"	NP_777480	uc002kmc.3
TGIF1	chr18	18	+	1	3450171	3457111	3450487	3456734	2	"3450171,3456351,"	"3450503,3457111,"	F8W1J9	uc010dkm.1
TGIF1	chr18	18	+	1	3450171	3458406	3450487	3457938	3	"3450171,3456351,3457362,"	"3450503,3456578,3458406,"	Q15583-2	uc002kly.3
TGIF1	chr18	18	+	1	3451590	3458406	3451977	3457938	3	"3451590,3456351,3457362,"	"3452380,3456578,3458406,"	Q15583	uc002klz.3
TGIF1	chr18	18	+	1	3447607	3458406	3447737	3457938	3	"3447607,3456351,3457362,"	"3447795,3456578,3458406,"	Q15583-3	uc002klv.3
TGIF1	chr18	18	+	1	3449972	3458406	3450487	3457938	4	"3449972,3450319,3456351,3457362,"	"3450068,3450503,3456578,3458406,"	Q15583-2	uc002klw.3
TGIF1	chr18	18	+	1	3449972	3458406	3456395	3457938	3	"3449972,3456351,3457362,"	"3450068,3456578,3458406,"	NP_777480	uc002klx.3
TGIF1	chr18	18	+	1	3451590	3458406	3456395	3457938	3	"3451590,3456351,3457362,"	"3451773,3456578,3458406,"	NP_777480	uc002kma.3
TGIF1	chr18	18	+	1	3453771	3458406	3456395	3457938	3	"3453771,3456351,3457362,"	"3453854,3456578,3458406,"	NP_777480	uc002kmb.3
TGIF1	chr18	18	+	1	3412071	3458406	3456395	3457938	4	"3412071,3418140,3456351,3457362,"	"3412252,3418213,3456578,3458406,"	NP_777480	uc002klu.3
TGIF2	chr20	20	+	1	35201875	35222355	35207177	35219834	3	"35201875,35207143,35219312,"	"35201927,35207369,35222355,"	Q9GZN2	uc021wcu.1
TGIF2	chr20	20	+	1	35201875	35222355	35207177	35219834	3	"35201875,35207143,35219312,"	"35202055,35207369,35222355,"	Q9GZN2	uc021wcv.1
TGIF2	chr20	20	+	1	35202956	35222355	35207177	35219834	3	"35202956,35207143,35219312,"	"35203038,35207369,35222355,"	Q9GZN2	uc021wcw.1
TGIF2	chr20	20	+	1	35202009	35222355	35207177	35219834	3	"35202009,35207143,35219312,"	"35202148,35207369,35222355,"	Q9GZN2	uc002xfn.3
TGIF2LX	chrX	23	+	1	89177084	89177810	89177084	89177810	1	"89177084,"	"89177810,"	Q8IUE1	uc022bzr.1
TGIF2LX	chrX	23	+	1	89176939	89177882	89177084	89177810	2	"89176939,89177063,"	"89176967,89177882,"	Q8IUE1	uc004efe.3
TGIF2LY	chrY	24	+	1	3447285	3447843	3447285	3447843	1	"3447285,"	"3447843,"	Q8IUE0	uc022ciw.1
TGIF2LY	chrY	24	+	1	3447125	3448082	3447285	3447843	2	"3447125,3447264,"	"3447168,3448082,"	Q8IUE0	uc004fqk.3
THAP1	chr8	8	-	0	42691816	42698474	42693104	42698237	3	"42691816,42694328,42698166,"	"42693479,42694524,42698474,"	Q9NVV9	uc003xpk.3
THAP1	chr8	8	-	0	42691816	42698474	42693388	42698237	2	"42691816,42698166,"	"42693479,42698474,"	H9KV49	uc003xpl.3
THAP11	chr16	16	+	1	67876212	67878098	67876457	67877402	1	"67876212,"	"67878098,"	Q96EK4	uc002euo.3
THRB	chr3	3	-	0	24193880	24536313	24193880	24270435	5	"24193880,24231564,24270428,24378790,24536177,"	"24193981,24231825,24270492,24378862,24536313,"	J3KR21	uc003cdd.3
THRB	chr3	3	-	0	24193880	24536453	24193880	24270435	6	"24193880,24231564,24270428,24378790,24390048,24536285,"	"24193981,24231825,24270492,24378862,24390105,24536453,"	J3KR21	uc003cde.1
THRB	chr3	3	-	0	24193880	24536313	24193880	24270435	7	"24193880,24231564,24270428,24359848,24378790,24471591,24536177,"	"24193981,24231825,24270492,24359985,24378862,24471663,24536313,"	J3KR21	uc003cdc.3
THRB	chr3	3	-	0	24270428	24536313	24270428	24270428	4	"24270428,24338716,24378790,24536142,"	"24270492,24338862,24378862,24536313,"		uc021wud.1
THRB	chr3	3	-	0	24231456	24536313	24231499	24270435	4	"24231456,24270428,24378790,24536142,"	"24231825,24270492,24378862,24536313,"	C9JTN1	uc021wuc.1
THRB	chr3	3	-	0	24158644	24536313	24164374	24270450	10	"24158644,24168989,24174806,24184991,24188165,24193880,24231564,24270428,24378790,24536142,"	"24164616,24169248,24174953,24185197,24188313,24193981,24231825,24270492,24378862,24536313,"	P10828	uc003ccy.4
THRB	chr3	3	-	0	24158644	24536313	24164374	24270450	11	"24158644,24168989,24174806,24184991,24188165,24193880,24231564,24270428,24338716,24378790,24536177,"	"24164616,24169248,24174953,24185197,24188313,24193981,24231825,24270492,24338862,24378862,24536313,"	P10828	uc003ccx.4
THRB	chr3	3	-	0	24158644	24536313	24164374	24270450	11	"24158644,24168989,24174806,24184991,24188165,24193880,24231564,24270428,24359848,24378790,24536142,"	"24164616,24169248,24174953,24185197,24188313,24193981,24231825,24270492,24359985,24378862,24536313,"	P10828	uc010hfe.3
THRB	chr3	3	-	0	24158644	24536313	24164374	24270450	12	"24158644,24168989,24174806,24184991,24188165,24193880,24231564,24270428,24338716,24359848,24378790,24536142,"	"24164616,24169248,24174953,24185197,24188313,24193981,24231825,24270492,24338814,24359985,24378862,24536313,"	P10828	uc003ccz.4
THRB	chr3	3	-	0	24193880	24206950	24193880	24206845	2	"24193880,24206517,"	"24193981,24206950,"		uc003cda.1
TLX1	chr10	10	+	1	102891060	102897546	102891298	102896428	3	"102891060,102893931,102896424,"	"102891866,102894133,102897546,"	NP_001182446	uc021pxd.1
TLX1	chr10	10	+	1	102891060	102897546	102891298	102896670	3	"102891060,102893931,102896447,"	"102891866,102894133,102897546,"	P31314	uc001ksw.3
TLX2	chr2	2	+	1	74740685	74744275	74741350	74743558	4	"74740685,74741123,74742759,74743099,"	"74740872,74741361,74742997,74744275,"	F1T0F2	uc002sma.2
TLX2	chr2	2	+	1	74741595	74744275	74741933	74743316	3	"74741595,74742759,74743099,"	"74742333,74742997,74744275,"	O43763	uc002smb.2
TP53	chr17	17	-	0	7577850	7590868	7578137	7579569	5	"7577850,7578370,7579311,7579699,7590694,"	"7578289,7578554,7579590,7579940,7590868,"	E7EQX7	uc010vug.3
TP53	chr17	17	-	0	7565096	7579937	7565256	7579912	7	"7565096,7577498,7578176,7578370,7579311,7579699,7579838,"	"7565332,7577608,7578289,7578554,7579590,7579721,7579937,"	E7EQX7	uc002gig.1
TP53	chr17	17	-	0	7569403	7579937	7569523	7579912	9	"7569403,7576852,7577018,7577498,7578176,7578370,7579311,7579699,7579838,"	"7569562,7576926,7577155,7577608,7578289,7578554,7579590,7579721,7579937,"	J3KP33	uc002gih.3
TP53	chr17	17	-	0	7577498	7578554	7577498	7577498	2	"7577498,7578370,"	"7577608,7578554,"		uc010cnj.1
TP53	chr17	17	-	0	7579311	7590868	7579311	7580659	5	"7579311,7579699,7579838,7580642,7590694,"	"7579590,7579721,7579940,7580745,7590868,"	E9PCY9	uc010cnk.2
TP53	chr17	17	-	0	7577498	7590868	7577500	7579912	6	"7577498,7578176,7578370,7579699,7579838,7590694,"	"7577608,7578289,7578554,7579721,7579940,7590868,"	E9PFT5	uc002gin.3
TP53	chr17	17	-	0	7577498	7590868	7577500	7578533	4	"7577498,7578176,7578370,7590694,"	"7577608,7578289,7578554,7590868,"	E7ESS1	uc002gio.3
TP53	chr17	17	-	0	7571719	7576926	7571719	7571719	2	"7571719,7576852,"	"7573008,7576926,"		uc010cne.1
TP53	chr17	17	-	0	7571719	7579937	7571719	7571719	10	"7571719,7573926,7576852,7577018,7577498,7578171,7578370,7579311,7579699,7579838,"	"7573008,7574033,7576926,7577155,7577608,7578289,7578554,7579590,7579721,7579937,"		uc031qyp.1
TP53	chr17	17	-	0	7571719	7590868	7572926	7579569	10	"7571719,7573926,7576852,7577018,7577498,7578176,7578370,7579311,7579699,7590694,"	"7573008,7574033,7576926,7577155,7577608,7578289,7578554,7579590,7579940,7590868,"	NP_001119590	uc031qyq.1
TP53	chr17	17	-	0	7571719	7590868	7576536	7579912	12	"7571719,7573926,7576524,7576852,7577018,7577498,7578176,7578370,7579311,7579699,7579838,7590694,"	"7573008,7574033,7576584,7576926,7577155,7577608,7578289,7578554,7579590,7579721,7579940,7590868,"	P04637-6	uc010cnh.2
TP53	chr17	17	-	0	7571719	7590868	7576624	7579912	12	"7571719,7573926,7576524,7576852,7577018,7577498,7578176,7578370,7579311,7579699,7579838,7590694,"	"7573008,7574033,7576657,7576926,7577155,7577608,7578289,7578554,7579590,7579721,7579940,7590868,"	P04637-5	uc010cni.2
TP53	chr17	17	-	0	7571719	7578811	7572926	7578452	7	"7571719,7573926,7576852,7577018,7577498,7578176,7578370,"	"7573008,7574033,7576926,7577155,7577608,7578289,7578811,"	NP_001263626	uc002gii.2
TP53	chr17	17	-	0	7571719	7578811	7576624	7578452	8	"7571719,7573926,7576524,7576852,7577018,7577498,7578176,7578370,"	"7573008,7574033,7576657,7576926,7577155,7577608,7578289,7578811,"	NP_001263627	uc010cng.2
TP53	chr17	17	-	0	7571719	7578811	7576536	7578452	8	"7571719,7573926,7576524,7576852,7577018,7577498,7578176,7578370,"	"7573008,7574033,7576584,7576926,7577155,7577608,7578289,7578811,"	NP_001263628	uc010cnf.2
TP53	chr17	17	-	0	7571719	7590868	7572926	7579569	11	"7571719,7573926,7576852,7577018,7577498,7578176,7578370,7579311,7579699,7579838,7590694,"	"7573008,7574033,7576926,7577155,7577608,7578289,7578554,7579590,7579721,7579940,7590868,"	NP_001263689	uc002gij.3
TP53	chr17	17	-	0	7571719	7590868	7572926	7579912	11	"7571719,7573926,7576852,7577018,7577498,7578176,7578370,7579311,7579699,7579838,7590694,"	"7573008,7574033,7576926,7577155,7577608,7578289,7578554,7579590,7579721,7579937,7590868,"	NP_001263690	uc002gim.3
TP63	chr3	3	+	1	189507448	189615068	189507589	189612291	11	"189507448,189582020,189584470,189585621,189586368,189587112,189590647,189604182,189607128,189608577,189611994,"	"189507631,189582207,189584586,189585731,189586505,189587195,189590784,189604340,189607273,189608671,189615068,"	Q9H3D4-10	uc010hzd.1
